id,key,value,type
2689314312,name,Hainholzer Damm,regular
2689314312,operator,Storjohann Stadtverkehr,regular
2689314312,public_transport,platform,regular
2689314312,shelter,yes,regular
2689328545,name,Adenauerdamm,regular
2689328545,network,HVV,regular
2689328545,operator,Storjohann Stadtverkehr,regular
2689328545,public_transport,platform,regular
2689328545,wheelchair,yes,regular
2689328546,bus,yes,regular
2689328546,highway,bus_stop,regular
2689328546,name,Hainholzer Damm,regular
2689328546,operator,Storjohann Stadtverkehr,regular
2689328546,public_transport,platform,regular
2689328546,shelter,no,regular
2689328547,name,Hebbelplatz,regular
2689328547,network,HVV,regular
2689328547,operator,Storjohann Stadtverkehr,regular
2689328547,public_transport,platform,regular
2689328547,tactile_paving,yes,regular
2689328548,bus,yes,regular
2689328548,highway,bus_stop,regular
2689328548,name,Rethfelder Ring,regular
2689328548,operator,Storjohann Stadtverkehr,regular
2689328548,public_transport,platform,regular
2689328548,shelter,no,regular
2689328549,public_transport,stop_position,regular
2689337884,highway,bus_stop,regular
2689337884,name,Carl-Zeiss-Straße,regular
2689337884,network,HVV,regular
2689337884,operator,Die Linie,regular
2689337884,public_transport,platform,regular
2689337884,route_ref,6503,regular
2689337884,shelter,yes,regular
2689337884,wheelchair,yes,regular
2689337893,highway,bus_stop,regular
2689337893,name,Fuchsberger Damm,regular
2689337893,network,HVV,regular
2689337893,operator,Storjohann Stadtverkehr,regular
2689337893,public_transport,platform,regular
2689337893,route_ref,6503,regular
2689337893,shelter,no,regular
2689337893,tactile_paving,no,regular
2689337893,wheelchair,yes,regular
2689337897,bus,yes,regular
2689337897,name,Fuchsberger Allee,regular
2689337897,public_transport,stop_position,regular
2691223306,highway,turning_circle,regular
2691223306,name,Sielberg,regular
2691502186,railway,switch,regular
2691502186,switch,default,railway
2691502186,turnout_side,right,railway
2694483816,direction,backward,regular
2694483816,highway,give_way,regular
2696392420,highway,turning_circle,regular
2707043560,emergency,fire_hydrant,regular
2707043560,diameter,100,fire_hydrant
2707043560,position,lane,fire_hydrant
2707043560,pressure,5,fire_hydrant
2707043560,type,underground,fire_hydrant
2707043560,operator,Stadtwerke Elmshorn,regular
2707043560,ref,44,regular
2707082480,emergency,fire_hydrant,regular
2707082480,diameter,150,fire_hydrant
2707082480,position,sidewalk,fire_hydrant
2707082480,pressure,5,fire_hydrant
2707082480,type,underground,fire_hydrant
2707082480,operator,Stadtwerke Elmshorn,regular
2707082480,ref,1115,regular
2708505253,bus,yes,regular
2708505253,name,"Tornesch, Asperhorner Weg",regular
2708505253,public_transport,stop_position,regular
2713652327,bicycle,yes,regular
2713652327,highway,crossing,regular
2713843785,highway,turning_circle,regular
2713843859,highway,turning_circle,regular
2737821041,amenity,bench,regular
2740071340,highway,turning_circle,regular
2740314693,frequency,50,regular
2740314693,location,outdoor,regular
2740314693,power,transformer,regular
2740314693,voltage,110000;10000,regular
2740314704,frequency,50,regular
2740314704,location,outdoor,regular
2740314704,power,transformer,regular
2740314704,voltage,110000;10000,regular
2740314718,frequency,50,regular
2740314718,location,outdoor,regular
2740314718,power,transformer,regular
2740314718,voltage,110000;30000,regular
2740314733,frequency,50,regular
2740314733,location,outdoor,regular
2740314733,power,transformer,regular
2740314733,voltage,110000;30000,regular
2746948125,highway,bus_stop,regular
2746948125,name,"Hahnenkamp, Grenzweg",regular
2746948125,public_transport,platform,regular
2746948125,route_ref,6522;6523;6533;6534;6535,regular
2746948125,shelter,yes,regular
2746948125,wheelchair,yes,regular
2752492052,crossing,traffic_signals,regular
2752492052,highway,traffic_signals,regular
2752492090,crossing,traffic_signals,regular
2752492090,highway,traffic_signals,regular
2752492259,traffic_calming,hump,regular
2752492263,traffic_calming,hump,regular
2769364404,emergency,fire_hydrant,regular
2769364404,diameter,100,fire_hydrant
2769364404,position,sidewalk,fire_hydrant
2769364404,pressure,6,fire_hydrant
2769364404,type,underground,fire_hydrant
2769456404,emergency,fire_hydrant,regular
2769456404,diameter,100,fire_hydrant
2769456404,position,green,fire_hydrant
2769456404,pressure,6,fire_hydrant
2769456404,type,pillar,fire_hydrant
2769456404,note,Achterstrasse 18,regular
2769456406,emergency,fire_hydrant,regular
2769456406,diameter,100,fire_hydrant
2769456406,position,green,fire_hydrant
2769456406,pressure,6,fire_hydrant
2769456406,type,pillar,fire_hydrant
2769456406,note,Achterstrasse 6,regular
2769456408,emergency,fire_hydrant,regular
2769456408,diameter,100,fire_hydrant
2769456408,position,green,fire_hydrant
2769456408,pressure,6,fire_hydrant
2769456408,type,pillar,fire_hydrant
2769456408,note,Dorfstrasse 2,regular
2769456409,emergency,fire_hydrant,regular
2769456409,diameter,100,fire_hydrant
2769456409,position,green,fire_hydrant
2769456409,pressure,6,fire_hydrant
2769456409,type,pillar,fire_hydrant
2769456409,note,Dorfstrasse 32,regular
2769456411,emergency,fire_hydrant,regular
2769456411,diameter,100,fire_hydrant
2769456411,position,green,fire_hydrant
2769456411,pressure,6,fire_hydrant
2769456411,type,pillar,fire_hydrant
2769456411,note,Dorfstrasse/Mühlenweg,regular
2769456413,emergency,fire_hydrant,regular
2769456413,position,green,fire_hydrant
2769456413,pressure,suction,fire_hydrant
2769456413,type,pipe,fire_hydrant
2769456413,note,Dorfstrasse/Schuppen,regular
2769456413,water_source,groundwater,regular
2769456415,emergency,fire_hydrant,regular
2769456415,diameter,100,fire_hydrant
2769456415,position,green,fire_hydrant
2769456415,pressure,6,fire_hydrant
2769456415,type,pillar,fire_hydrant
2769456415,note,Dorfstrasse/Zum Forstamt,regular
2769456415,ref,27,regular
2769456416,emergency,fire_hydrant,regular
2769456416,diameter,100,fire_hydrant
2769456416,position,green,fire_hydrant
2769456416,pressure,6,fire_hydrant
2769456416,type,pillar,fire_hydrant
2769456416,note,Mühlenweg 36,regular
2769456418,emergency,fire_hydrant,regular
2769456418,diameter,100,fire_hydrant
2769456418,position,lane,fire_hydrant
2769456418,pressure,6,fire_hydrant
2769456418,type,underground,fire_hydrant
2769456418,note,Schulweg 6,regular
2769456419,emergency,fire_hydrant,regular
2769456419,diameter,100,fire_hydrant
2769456419,position,parking_lot,fire_hydrant
2769456419,pressure,6,fire_hydrant
2769456419,type,pillar,fire_hydrant
2769456419,note,Schulweg/Parkplatz,regular
2769456421,emergency,fire_hydrant,regular
2769456421,diameter,100,fire_hydrant
2769456421,position,green,fire_hydrant
2769456421,pressure,6,fire_hydrant
2769456421,type,pillar,fire_hydrant
2769456421,note,Wiesengrund 12,regular
2769456421,ref,21,regular
2769456422,emergency,fire_hydrant,regular
2769456422,diameter,100,fire_hydrant
2769456422,position,green,fire_hydrant
2769456422,pressure,6,fire_hydrant
2769456422,type,pillar,fire_hydrant
2769456422,note,Wiesengrund 6 (Zufahrt),regular
2769456422,ref,20,regular
2776185139,amenity,recycling,regular
2776185139,clothes,yes,recycling
2776185139,glass_bottles,yes,recycling
2776185139,paper,yes,recycling
2776185139,recycling_type,container,regular
2776187068,amenity,recycling,regular
2776187068,glass_bottles,yes,recycling
2776187068,paper,yes,recycling
2776187068,recycling_type,container,regular
2776187071,amenity,recycling,regular
2776187071,clothes,yes,recycling
2776187071,recycling_type,container,regular
2776245294,crossing,traffic_signals,regular
2776245294,highway,crossing,regular
2781945356,emergency,fire_hydrant,regular
2781945356,diameter,100,fire_hydrant
2781945356,position,green,fire_hydrant
2781945356,pressure,6,fire_hydrant
2781945356,type,pillar,fire_hydrant
2781945356,note,Abbau 10,regular
2781945357,emergency,fire_hydrant,regular
2781945357,position,green,fire_hydrant
2781945357,pressure,suction,fire_hydrant
2781945357,type,pipe,fire_hydrant
2781945357,note,Abbau 20 (S-Kurve),regular
2781945357,water_source,groundwater,regular
2781945358,emergency,fire_hydrant,regular
2781945358,diameter,100,fire_hydrant
2781945358,position,green,fire_hydrant
2781945358,pressure,6,fire_hydrant
2781945358,type,pillar,fire_hydrant
2781945358,note,Abbau 20,regular
2781945360,emergency,fire_hydrant,regular
2781945360,diameter,100,fire_hydrant
2781945360,position,green,fire_hydrant
2781945360,pressure,6,fire_hydrant
2781945360,type,pillar,fire_hydrant
2781945360,note,Achterstrasse 21,regular
2781945362,emergency,fire_hydrant,regular
2781945362,diameter,100,fire_hydrant
2781945362,position,green,fire_hydrant
2781945362,pressure,6,fire_hydrant
2781945362,type,pillar,fire_hydrant
2781945362,note,Allee 4,regular
2781945363,emergency,fire_hydrant,regular
2781945363,position,green,fire_hydrant
2781945363,pressure,suction,fire_hydrant
2781945363,type,pipe,fire_hydrant
2781945363,note,Dorfstrasse 13 (aufgehoben),regular
2781945363,water_source,groundwater,regular
2781945370,emergency,fire_hydrant,regular
2781945370,position,green,fire_hydrant
2781945370,pressure,suction,fire_hydrant
2781945370,type,pipe,fire_hydrant
2781945370,note,Hauptstraße 16,regular
2781945370,water_source,groundwater,regular
2781945371,emergency,fire_hydrant,regular
2781945371,diameter,100,fire_hydrant
2781945371,position,green,fire_hydrant
2781945371,pressure,6,fire_hydrant
2781945371,type,pillar,fire_hydrant
2781945371,note,Hauptstraße 16,regular
2781945372,emergency,fire_hydrant,regular
2781945372,position,green,fire_hydrant
2781945372,pressure,suction,fire_hydrant
2781945372,type,pipe,fire_hydrant
2781945372,note,Hauptstraße 3,regular
2781945372,water_source,groundwater,regular
2781945373,emergency,fire_hydrant,regular
2781945373,diameter,100,fire_hydrant
2781945373,position,green,fire_hydrant
2781945373,pressure,6,fire_hydrant
2781945373,type,pillar,fire_hydrant
2781945373,note,Hauptstraße 6,regular
2781945374,emergency,fire_hydrant,regular
2781945374,diameter,100,fire_hydrant
2781945374,position,green,fire_hydrant
2781945374,pressure,6,fire_hydrant
2781945374,type,pillar,fire_hydrant
2781945374,note,Hauptstraße/Eggernkamp,regular
2781945375,emergency,fire_hydrant,regular
2781945375,position,green,fire_hydrant
2781945375,pressure,suction,fire_hydrant
2781945375,type,pipe,fire_hydrant
2781945375,note,Hauptstraße/Elmshornerstraße,regular
2781945375,water_source,groundwater,regular
2781945376,emergency,fire_hydrant,regular
2781945376,diameter,100,fire_hydrant
2781945376,position,green,fire_hydrant
2781945376,pressure,6,fire_hydrant
2781945376,type,pillar,fire_hydrant
2781945376,note,Köllner Weg 10,regular
2781945378,emergency,fire_hydrant,regular
2781945378,position,green,fire_hydrant
2781945378,pressure,suction,fire_hydrant
2781945378,type,pipe,fire_hydrant
2781945378,note,Luswinkel (Ausweiche),regular
2781945378,water_source,groundwater,regular
2781945379,emergency,fire_hydrant,regular
2781945379,diameter,100,fire_hydrant
2781945379,position,green,fire_hydrant
2781945379,pressure,6,fire_hydrant
2781945379,type,pillar,fire_hydrant
2781945379,note,Luswinkel 15,regular
2781945379,ref,24,regular
2781945380,emergency,fire_hydrant,regular
2781945380,diameter,100,fire_hydrant
2781945380,position,green,fire_hydrant
2781945380,pressure,6,fire_hydrant
2781945380,type,pillar,fire_hydrant
2781945380,note,Luswinkel 29,regular
2781945380,ref,25,regular
2781945381,emergency,fire_hydrant,regular
2781945381,position,green,fire_hydrant
2781945381,pressure,suction,fire_hydrant
2781945381,type,pipe,fire_hydrant
2781945381,note,Luswinkel Brücke,regular
2781945381,water_source,stream,regular
2781945386,emergency,fire_hydrant,regular
2781945386,diameter,100,fire_hydrant
2781945386,position,green,fire_hydrant
2781945386,pressure,6,fire_hydrant
2781945386,type,pillar,fire_hydrant
2781945386,note,Seether Weg 10,regular
2781945387,emergency,fire_hydrant,regular
2781945387,diameter,100,fire_hydrant
2781945387,position,green,fire_hydrant
2781945387,pressure,6,fire_hydrant
2781945387,type,pillar,fire_hydrant
2781945387,note,Seether Weg 20,regular
2798925158,barrier,block,regular
2798925158,bicycle,yes,regular
2798925158,foot,yes,regular
2798925163,barrier,block,regular
2798925163,bicycle,yes,regular
2798925163,foot,yes,regular
2815216972,emergency,fire_hydrant,regular
2815216972,diameter,100,fire_hydrant
2815216972,position,sidewalk,fire_hydrant
2815216972,type,underground,fire_hydrant
2815216972,ref,18,regular
2823465799,amenity,recycling,regular
2823465799,clothes,yes,recycling
2823465799,glass_bottles,yes,recycling
2823465799,paper,yes,recycling
2823465799,recycling_type,container,regular
2826170659,crossing,uncontrolled,regular
2826170659,crossing_ref,zebra,regular
2826170659,highway,crossing,regular
2826170660,crossing,uncontrolled,regular
2826170660,crossing_ref,zebra,regular
2826170660,highway,crossing,regular
2833206591,city,Barmstedt,addr
2833206591,country,DE,addr
2833206591,housenumber,10,addr
2833206591,postcode,25355,addr
2833206591,street,Austraße,addr
2833206591,amenity,cafe,regular
2833206591,building,detached,regular
2833206591,cuisine,ice_cream,regular
2833206591,name,Eiscafé Südpol,regular
2833209400,city,Barmstedt,addr
2833209400,country,DE,addr
2833209400,housenumber,26,addr
2833209400,postcode,25355,addr
2833209400,street,Reichenstraße,addr
2833209400,amenity,restaurant,regular
2833209400,building,yes,regular
2833209400,cuisine,italian,regular
2833209400,name,Pane E Vino,regular
2833209400,wheelchair,yes,regular
2835206489,direction,backward,regular
2835206489,highway,stop,regular
2835206490,direction,forward,regular
2835206490,highway,stop,regular
2835206491,crossing,traffic_signals,regular
2835206491,highway,crossing,regular
2835206492,direction,backward,regular
2835206492,highway,give_way,regular
2835206822,direction,forward,regular
2835206822,highway,give_way,regular
2835206836,direction,backward,regular
2835206836,highway,give_way,regular
2835206839,bicycle,yes,regular
2835206839,crossing,traffic_signals,regular
2835206839,highway,traffic_signals,regular
2835206839,segregated,no,regular
2835259846,direction,backward,regular
2835259846,highway,give_way,regular
2835259847,direction,backward,regular
2835259847,highway,give_way,regular
2835259850,direction,backward,regular
2835259850,highway,give_way,regular
2835259853,direction,forward,regular
2835259853,highway,give_way,regular
2835259854,direction,backward,regular
2835259854,highway,give_way,regular
2835259859,barrier,bollard,regular
2835259859,bicycle,yes,regular
2835259859,foot,yes,regular
2835259862,direction,forward,regular
2835259862,highway,give_way,regular
2835259863,direction,backward,regular
2835259863,highway,stop,regular
2835259866,name,Barmstedt,regular
2835259866,traffic_sign,city_limit,regular
2841228446,button_operated,yes,regular
2841228446,crossing,traffic_signals,regular
2841228446,highway,crossing,regular
2841228446,tactile_paving,no,regular
2841228446,sound,no,traffic_signals
2842086568,amenity,bench,regular
2863694194,bus,yes,regular
2863694194,name,"Ellerhoop, Oha",regular
2863694194,public_transport,stop_position,regular
2863698512,direction,backward,regular
2863698512,highway,give_way,regular
2863698593,direction,forward,regular
2863698593,highway,give_way,regular
2863698608,direction,backward,regular
2863698608,highway,give_way,regular
2863698609,highway,give_way,regular
2863698609,traffic_sign,DE:205,regular
2863698609,direction,forward,traffic_sign
2863698708,direction,forward,regular
2863698708,highway,give_way,regular
2863698747,crossing,traffic_signals,regular
2863698747,highway,traffic_signals,regular
2863698747,traffic_signals,pedestrian_crossing,regular
2863698793,direction,forward,regular
2863698793,highway,give_way,regular
2863698795,direction,forward,regular
2863698795,highway,stop,regular
2864125542,direction,forward,regular
2864125542,highway,give_way,regular
2864125543,direction,forward,regular
2864125543,highway,give_way,regular
2864125544,direction,forward,regular
2864125544,highway,give_way,regular
2864518503,name,Bevern,regular
2864518503,traffic_sign,city_limit,regular
2864518563,direction,backward,regular
2864518563,highway,give_way,regular
2864528531,direction,forward,regular
2864528531,highway,give_way,regular
2864528605,direction,backward,regular
2864528605,highway,give_way,regular
2864528622,direction,forward,regular
2864528622,highway,give_way,regular
2864528703,direction,backward,regular
2864528703,highway,give_way,regular
2864959794,city,Kölln-Reisiek,addr
2864959794,country,DE,addr
2864959794,housenumber,8,addr
2864959794,postcode,25337,addr
2864959794,street,Köllner Chaussee,addr
2864959794,entrance,yes,regular
2865738448,city,Elmshorn,addr
2865738448,country,DE,addr
2865738448,housenumber,68,addr
2865738448,postcode,25337,addr
2865738448,street,Langelohe,addr
2865738448,entrance,yes,regular
2865738449,city,Elmshorn,addr
2865738449,country,DE,addr
2865738449,housenumber,70,addr
2865738449,postcode,25337,addr
2865738449,street,Langelohe,addr
2865738449,entrance,yes,regular
2865738594,city,Elmshorn,addr
2865738594,country,DE,addr
2865738594,housenumber,66a,addr
2865738594,postcode,25337,addr
2865738594,street,Langelohe,addr
2865738594,entrance,yes,regular
2865738595,city,Elmshorn,addr
2865738595,country,DE,addr
2865738595,housenumber,66,addr
2865738595,postcode,25337,addr
2865738595,street,Langelohe,addr
2865738595,entrance,yes,regular
2865857429,name,Bokholt-Hanredder,regular
2865857429,traffic_sign,city_limit,regular
2865857430,direction,backward,regular
2865857430,highway,give_way,regular
2865857439,direction,backward,regular
2865857439,highway,give_way,regular
2865857489,direction,backward,regular
2865857489,highway,give_way,regular
2868333033,city,Elmshorn,addr
2868333033,country,DE,addr
2868333033,housenumber,10,addr
2868333033,postcode,25337,addr
2868333033,street,Gooskamp,addr
2868333033,entrance,yes,regular
2868333034,city,Elmshorn,addr
2868333034,country,DE,addr
2868333034,housenumber,12,addr
2868333034,postcode,25337,addr
2868333034,street,Gooskamp,addr
2868333034,entrance,yes,regular
2868333035,city,Elmshorn,addr
2868333035,country,DE,addr
2868333035,housenumber,14,addr
2868333035,postcode,25337,addr
2868333035,street,Gooskamp,addr
2868333035,entrance,yes,regular
2868333036,city,Elmshorn,addr
2868333036,country,DE,addr
2868333036,housenumber,16,addr
2868333036,postcode,25337,addr
2868333036,street,Gooskamp,addr
2868333036,entrance,yes,regular
2868333037,city,Elmshorn,addr
2868333037,country,DE,addr
2868333037,housenumber,18,addr
2868333037,postcode,25337,addr
2868333037,street,Gooskamp,addr
2868333037,entrance,yes,regular
2868333038,city,Elmshorn,addr
2868333038,country,DE,addr
2868333038,housenumber,2,addr
2868333038,postcode,25337,addr
2868333038,street,Gooskamp,addr
2868333038,entrance,yes,regular
2868333039,city,Elmshorn,addr
2868333039,country,DE,addr
2868333039,housenumber,20,addr
2868333039,postcode,25337,addr
2868333039,street,Gooskamp,addr
2868333039,entrance,yes,regular
2868333040,city,Elmshorn,addr
2868333040,country,DE,addr
2868333040,housenumber,22,addr
2868333040,postcode,25337,addr
2868333040,street,Gooskamp,addr
2868333040,entrance,yes,regular
2868333041,city,Elmshorn,addr
2868333041,country,DE,addr
2868333041,housenumber,4,addr
2868333041,postcode,25337,addr
2868333041,street,Gooskamp,addr
2868333041,entrance,yes,regular
2868333042,city,Elmshorn,addr
2868333042,country,DE,addr
2868333042,housenumber,6,addr
2868333042,postcode,25337,addr
2868333042,street,Gooskamp,addr
2868333042,entrance,yes,regular
2868333043,city,Elmshorn,addr
2868333043,country,DE,addr
2868333043,housenumber,8,addr
2868333043,postcode,25337,addr
2868333043,street,Gooskamp,addr
2868333043,entrance,yes,regular
2868354627,entrance,yes,regular
2868395463,city,Elmshorn,addr
2868395463,country,DE,addr
2868395463,housenumber,12,addr
2868395463,postcode,25337,addr
2868395463,street,Steindamm,addr
2868395463,entrance,yes,regular
2868395464,city,Elmshorn,addr
2868395464,country,DE,addr
2868395464,housenumber,14,addr
2868395464,postcode,25337,addr
2868395464,street,Steindamm,addr
2868395464,entrance,yes,regular
2868395465,city,Elmshorn,addr
2868395465,country,DE,addr
2868395465,housenumber,16,addr
2868395465,postcode,25337,addr
2868395465,street,Steindamm,addr
2868395465,entrance,yes,regular
2868395466,city,Elmshorn,addr
2868395466,country,DE,addr
2868395466,housenumber,18,addr
2868395466,postcode,25337,addr
2868395466,street,Steindamm,addr
2868395466,entrance,yes,regular
2868395467,city,Elmshorn,addr
2868395467,country,DE,addr
2868395467,housenumber,20,addr
2868395467,postcode,25337,addr
2868395467,street,Steindamm,addr
2868395467,entrance,yes,regular
2868395468,city,Elmshorn,addr
2868395468,country,DE,addr
2868395468,housenumber,22,addr
2868395468,postcode,25337,addr
2868395468,street,Steindamm,addr
2868395468,entrance,yes,regular
2868395469,city,Elmshorn,addr
2868395469,country,DE,addr
2868395469,housenumber,40,addr
2868395469,postcode,25337,addr
2868395469,street,Steindamm,addr
2868395469,entrance,yes,regular
2868395470,city,Elmshorn,addr
2868395470,country,DE,addr
2868395470,housenumber,42,addr
2868395470,postcode,25337,addr
2868395470,street,Steindamm,addr
2868395470,entrance,yes,regular
2868395471,city,Elmshorn,addr
2868395471,country,DE,addr
2868395471,housenumber,44,addr
2868395471,postcode,25337,addr
2868395471,street,Steindamm,addr
2868395471,entrance,yes,regular
2868395472,city,Elmshorn,addr
2868395472,country,DE,addr
2868395472,housenumber,5,addr
2868395472,postcode,25337,addr
2868395472,street,Mühlenkamp,addr
2868395472,entrance,yes,regular
2868395473,city,Elmshorn,addr
2868395473,country,DE,addr
2868395473,housenumber,7,addr
2868395473,postcode,25337,addr
2868395473,street,Mühlenkamp,addr
2868395473,entrance,yes,regular
2870669449,emergency,fire_hydrant,regular
2870669449,diameter,200,fire_hydrant
2870669449,position,sidewalk,fire_hydrant
2870669449,type,underground,fire_hydrant
2870670806,emergency,fire_hydrant,regular
2870670806,diameter,150,fire_hydrant
2870670806,position,sidewalk,fire_hydrant
2870670806,type,underground,fire_hydrant
2870671302,emergency,fire_hydrant,regular
2870671302,diameter,200,fire_hydrant
2870671302,position,sidewalk,fire_hydrant
2870671302,type,underground,fire_hydrant
2870671304,amenity,post_box,regular
2870671304,check_date,2020-06-25,regular
2870671304,collection_times,Mo-Fr 16:45; Sa 11:00,regular
2870671304,operator,Deutsche Post,regular
2870671304,ref,"Königstraße 19-21, 25355 Barmstedt",regular
2870671305,emergency,fire_hydrant,regular
2870671305,diameter,200,fire_hydrant
2870671305,position,lane,fire_hydrant
2870671305,type,underground,fire_hydrant
2870675302,emergency,fire_hydrant,regular
2870675302,diameter,150,fire_hydrant
2870675302,position,sidewalk,fire_hydrant
2870675302,type,underground,fire_hydrant
2870675303,emergency,fire_hydrant,regular
2870675303,position,sidewalk,fire_hydrant
2870675303,type,underground,fire_hydrant
2870675304,emergency,fire_hydrant,regular
2870675304,diameter,200,fire_hydrant
2870675304,position,sidewalk,fire_hydrant
2870675304,type,underground,fire_hydrant
2870675306,emergency,fire_hydrant,regular
2870675306,diameter,200,fire_hydrant
2870675306,position,lane,fire_hydrant
2870675306,type,underground,fire_hydrant
2870678301,emergency,fire_hydrant,regular
2870678301,diameter,150,fire_hydrant
2870678301,position,sidewalk,fire_hydrant
2870678301,type,underground,fire_hydrant
2871161520,amenity,bench,regular
2877747607,entrance,yes,regular
2877747608,entrance,yes,regular
2877747609,entrance,yes,regular
2877747610,entrance,yes,regular
2877747611,entrance,yes,regular
2877747612,entrance,yes,regular
2877747613,entrance,yes,regular
2877747614,entrance,yes,regular
2877747615,entrance,yes,regular
2877747620,entrance,main,regular
2885666611,highway,give_way,regular
2885666611,traffic_sign,DE:205,regular
2885666611,direction,forward,traffic_sign
2885666887,highway,give_way,regular
2885666887,traffic_sign,DE:205,regular
2885666887,direction,backward,traffic_sign
2885666888,highway,give_way,regular
2885666888,traffic_sign,DE:205,regular
2885666888,direction,forward,traffic_sign
2885666889,amenity,post_box,regular
2885666889,check_date,2019-11-24,regular
2885666889,collection_times,Mo-Sa 09:00,regular
2885666889,operator,Deutsche Post,regular
2885666889,ref,"Schulstraße 10, 25337 Seeth-Ekholt",regular
2885666918,direction,forward,regular
2885666918,highway,give_way,regular
2885666964,name,Seeth-Ekholt,regular
2885666964,traffic_sign,city_limit,regular
2885752056,name,Düwel Zinger,regular
2885752056,office,lawyer,regular
2885752057,name,Köhncke,regular
2885752057,shop,optician,regular
2885752057,wheelchair,yes,regular
2885752058,amenity,gambling,regular
2885752058,name,Spielomat,regular
2885752098,highway,traffic_signals,regular
2885752211,highway,traffic_signals,regular
2885882691,highway,bus_stop,regular
2885882691,name,"Seeth-Ekholt, Beeklohe",regular
2885882691,public_transport,platform,regular
2885882691,route_ref,6505,regular
2885882691,shelter,no,regular
2885882692,bus,yes,regular
2885882692,name,"Seeth-Ekholt, Beeklohe",regular
2885882692,public_transport,stop_position,regular
2885882693,highway,bus_stop,regular
2885882693,name,"Seeth-Ekholt, Beeklohe",regular
2885882693,public_transport,platform,regular
2885882693,route_ref,6505,regular
2885882693,shelter,yes,regular
2885882694,highway,bus_stop,regular
2885882694,name,"Seeth-Ekholt, Butendiek",regular
2885882694,public_transport,platform,regular
2885882694,route_ref,6505,regular
2885882694,shelter,yes,regular
2885882695,bus,yes,regular
2885882695,name,"Seeth-Ekholt, Butendiek",regular
2885882695,public_transport,stop_position,regular
2885882696,highway,bus_stop,regular
2885882696,name,"Seeth-Ekholt, Butendiek",regular
2885882696,public_transport,platform,regular
2885882696,route_ref,6505,regular
2885882696,shelter,no,regular
2885882697,highway,bus_stop,regular
2885882697,name,"Seeth-Ekholt, Gartenstraße",regular
2885882697,public_transport,platform,regular
2885882697,route_ref,6505,regular
2885882697,shelter,no,regular
2885882698,highway,bus_stop,regular
2885882698,name,"Seeth-Ekholt, Gartenstraße",regular
2885882698,public_transport,platform,regular
2885882698,route_ref,6505,regular
2885882698,shelter,yes,regular
2885882699,bus,yes,regular
2885882699,name,"Seeth-Ekholt, Gartenstraße",regular
2885882699,public_transport,stop_position,regular
2885905100,city,Elmshorn,addr
2885905100,country,DE,addr
2885905100,housenumber,1,addr
2885905100,postcode,25336,addr
2885905100,street,An der Bahn,addr
2885905100,delivery,yes,regular
2885905100,name,wellness-kosmetik-elmshorn,regular
2885905100,phone,+49 4121 7805815,regular
2885905100,takeaway,yes,regular
2885905100,website,http://wellness-kosmetik-elmshorn.de,regular
2885906901,city,Elmshorn,addr
2885906901,country,DE,addr
2885906901,housenumber,16,addr
2885906901,postcode,25336,addr
2885906901,street,Ansgarstraße,addr
2885906901,entrance,yes,regular
2885906902,city,Elmshorn,addr
2885906902,country,DE,addr
2885906902,housenumber,18,addr
2885906902,postcode,25336,addr
2885906902,street,Ansgarstraße,addr
2885906902,entrance,yes,regular
2885906903,city,Elmshorn,addr
2885906903,country,DE,addr
2885906903,housenumber,79a,addr
2885906903,postcode,25336,addr
2885906903,street,Ansgarstraße,addr
2885906903,entrance,yes,regular
2885906904,city,Elmshorn,addr
2885906904,country,DE,addr
2885906904,housenumber,79b,addr
2885906904,postcode,25336,addr
2885906904,street,Ansgarstraße,addr
2885906904,entrance,yes,regular
2885906905,city,Elmshorn,addr
2885906905,country,DE,addr
2885906905,housenumber,79c,addr
2885906905,postcode,25336,addr
2885906905,street,Ansgarstraße,addr
2885906905,entrance,yes,regular
2885906906,city,Elmshorn,addr
2885906906,country,DE,addr
2885906906,housenumber,79d,addr
2885906906,postcode,25336,addr
2885906906,street,Ansgarstraße,addr
2885906906,entrance,yes,regular
2885906907,city,Elmshorn,addr
2885906907,country,DE,addr
2885906907,housenumber,79e,addr
2885906907,postcode,25336,addr
2885906907,street,Ansgarstraße,addr
2885906907,entrance,yes,regular
2885906940,city,Elmshorn,addr
2885906940,country,DE,addr
2885906940,housenumber,59,addr
2885906940,postcode,25336,addr
2885906940,street,Ansgarstraße,addr
2885906940,entrance,yes,regular
2886429890,highway,bus_stop,regular
2886429890,name,"Bevern, Steinfurth",regular
2886429890,public_transport,platform,regular
2886429890,route_ref,6543,regular
2886429890,shelter,yes,regular
2886429896,direction,backward,regular
2886429896,highway,give_way,regular
2886435701,direction,forward,regular
2886435701,highway,give_way,regular
2886435702,direction,backward,regular
2886435702,highway,give_way,regular
2886580972,highway,give_way,regular
2886740495,entrance,yes,regular
2886742706,entrance,yes,regular
2886742715,entrance,yes,regular
2890839508,barrier,bollard,regular
2890839508,bicycle,yes,regular
2890839508,foot,yes,regular
2892350716,noexit,yes,regular
2892761190,direction,backward,regular
2892761190,highway,give_way,regular
2892768006,highway,give_way,regular
2892768006,traffic_sign,DE:205,regular
2892768006,direction,forward,traffic_sign
2892768046,highway,give_way,regular
2892768046,traffic_sign,DE:205,regular
2892768046,direction,forward,traffic_sign
2892768049,bicycle,yes,regular
2892768049,highway,crossing,regular
2892768050,highway,give_way,regular
2892768050,traffic_sign,DE:205,regular
