id,key,value,type
448161391,note,Way ref dummy node outside bounding box,regular
270922737,note,Way ref dummy node outside bounding box,regular
1842039386,note,Way ref dummy node outside bounding box,regular
4287792843,note,Way ref dummy node outside bounding box,regular
4281199995,note,Way ref dummy node outside bounding box,regular
4793451604,note,Way ref dummy node outside bounding box,regular
2474881818,note,Way ref dummy node outside bounding box,regular
249741091,note,Way ref dummy node outside bounding box,regular
4777591854,note,Way ref dummy node outside bounding box,regular
2887150609,note,Way ref dummy node outside bounding box,regular
4520228009,note,Way ref dummy node outside bounding box,regular
245186790,note,Way ref dummy node outside bounding box,regular
442667588,note,Way ref dummy node outside bounding box,regular
275941125,note,Way ref dummy node outside bounding box,regular
1950627158,note,Way ref dummy node outside bounding box,regular
6220665651,note,Way ref dummy node outside bounding box,regular
248644010,note,Way ref dummy node outside bounding box,regular
4466773597,note,Way ref dummy node outside bounding box,regular
2502728677,note,Way ref dummy node outside bounding box,regular
365937698,note,Way ref dummy node outside bounding box,regular
389687517,note,Way ref dummy node outside bounding box,regular
4465310952,note,Way ref dummy node outside bounding box,regular
2194081747,note,Way ref dummy node outside bounding box,regular
249738895,note,Way ref dummy node outside bounding box,regular
346125742,note,Way ref dummy node outside bounding box,regular
344414585,note,Way ref dummy node outside bounding box,regular
495317806,note,Way ref dummy node outside bounding box,regular
671762621,note,Way ref dummy node outside bounding box,regular
247372420,note,Way ref dummy node outside bounding box,regular
442667442,note,Way ref dummy node outside bounding box,regular
1844695372,note,Way ref dummy node outside bounding box,regular
5732508295,note,Way ref dummy node outside bounding box,regular
1610510982,note,Way ref dummy node outside bounding box,regular
2083041653,note,Way ref dummy node outside bounding box,regular
2474881701,note,Way ref dummy node outside bounding box,regular
249733701,note,Way ref dummy node outside bounding box,regular
322770978,note,Way ref dummy node outside bounding box,regular
7091617462,note,Way ref dummy node outside bounding box,regular
4573537683,note,Way ref dummy node outside bounding box,regular
495317832,note,Way ref dummy node outside bounding box,regular
1648582854,note,Way ref dummy node outside bounding box,regular
323312166,note,Way ref dummy node outside bounding box,regular
2593585337,note,Way ref dummy node outside bounding box,regular
4826498198,note,Way ref dummy node outside bounding box,regular
2083041640,note,Way ref dummy node outside bounding box,regular
201223988,note,Way ref dummy node outside bounding box,regular
3800709152,note,Way ref dummy node outside bounding box,regular
3635188528,note,Way ref dummy node outside bounding box,regular
1369124261,note,Way ref dummy node outside bounding box,regular
4273284152,note,Way ref dummy node outside bounding box,regular
237791311,note,Way ref dummy node outside bounding box,regular
247693176,note,Way ref dummy node outside bounding box,regular
3354454296,note,Way ref dummy node outside bounding box,regular
3657812366,note,Way ref dummy node outside bounding box,regular
2494963824,note,Way ref dummy node outside bounding box,regular
3305141980,note,Way ref dummy node outside bounding box,regular
4479629902,note,Way ref dummy node outside bounding box,regular
814135802,note,Way ref dummy node outside bounding box,regular
262978572,note,Way ref dummy node outside bounding box,regular
288679550,note,Way ref dummy node outside bounding box,regular
427174589,note,Way ref dummy node outside bounding box,regular
261991909,note,Way ref dummy node outside bounding box,regular
2598423593,note,Way ref dummy node outside bounding box,regular
4783256539,note,Way ref dummy node outside bounding box,regular
270922746,note,Way ref dummy node outside bounding box,regular
4826498083,note,Way ref dummy node outside bounding box,regular
712621195,note,Way ref dummy node outside bounding box,regular
4254612884,note,Way ref dummy node outside bounding box,regular
394862584,note,Way ref dummy node outside bounding box,regular
1686938207,note,Way ref dummy node outside bounding box,regular
3790191216,note,Way ref dummy node outside bounding box,regular
2693103892,note,Way ref dummy node outside bounding box,regular
394862588,note,Way ref dummy node outside bounding box,regular
1351846678,note,Way ref dummy node outside bounding box,regular
2502728754,note,Way ref dummy node outside bounding box,regular
4783256532,note,Way ref dummy node outside bounding box,regular
201236871,note,Way ref dummy node outside bounding box,regular
5793937418,note,Way ref dummy node outside bounding box,regular
1647281610,note,Way ref dummy node outside bounding box,regular
4685238262,note,Way ref dummy node outside bounding box,regular
4811618457,note,Way ref dummy node outside bounding box,regular
267116781,note,Way ref dummy node outside bounding box,regular
312949567,note,Way ref dummy node outside bounding box,regular
3354453580,note,Way ref dummy node outside bounding box,regular
925211996,note,Way ref dummy node outside bounding box,regular
1950627173,note,Way ref dummy node outside bounding box,regular
3337380854,note,Way ref dummy node outside bounding box,regular
661103716,note,Way ref dummy node outside bounding box,regular
2390372236,note,Way ref dummy node outside bounding box,regular
2494963758,note,Way ref dummy node outside bounding box,regular
323887099,note,Way ref dummy node outside bounding box,regular
2083041784,note,Way ref dummy node outside bounding box,regular
4917728402,note,Way ref dummy node outside bounding box,regular
4826498117,note,Way ref dummy node outside bounding box,regular
2474881697,note,Way ref dummy node outside bounding box,regular
2083041641,note,Way ref dummy node outside bounding box,regular
6164235919,note,Way ref dummy node outside bounding box,regular
3305142003,note,Way ref dummy node outside bounding box,regular
2917171608,note,Way ref dummy node outside bounding box,regular
275665206,note,Way ref dummy node outside bounding box,regular
322770972,note,Way ref dummy node outside bounding box,regular
4449193406,note,Way ref dummy node outside bounding box,regular
442667605,note,Way ref dummy node outside bounding box,regular
712621191,note,Way ref dummy node outside bounding box,regular
663732205,note,Way ref dummy node outside bounding box,regular
4573537829,note,Way ref dummy node outside bounding box,regular
2474881660,note,Way ref dummy node outside bounding box,regular
4287792828,note,Way ref dummy node outside bounding box,regular
322792138,note,Way ref dummy node outside bounding box,regular
1576580748,note,Way ref dummy node outside bounding box,regular
4793451573,note,Way ref dummy node outside bounding box,regular
2593585221,note,Way ref dummy node outside bounding box,regular
2475112792,note,Way ref dummy node outside bounding box,regular
275654895,note,Way ref dummy node outside bounding box,regular
3305141422,note,Way ref dummy node outside bounding box,regular
7603663790,note,Way ref dummy node outside bounding box,regular
249738893,note,Way ref dummy node outside bounding box,regular
1077129528,note,Way ref dummy node outside bounding box,regular
3823956306,note,Way ref dummy node outside bounding box,regular
1398991080,note,Way ref dummy node outside bounding box,regular
4851434234,note,Way ref dummy node outside bounding box,regular
4273283554,note,Way ref dummy node outside bounding box,regular
2855853878,note,Way ref dummy node outside bounding box,regular
716591111,note,Way ref dummy node outside bounding box,regular
1577015152,note,Way ref dummy node outside bounding box,regular
427174693,note,Way ref dummy node outside bounding box,regular
4479629779,note,Way ref dummy node outside bounding box,regular
298505391,note,Way ref dummy node outside bounding box,regular
275665549,note,Way ref dummy node outside bounding box,regular
2621383619,note,Way ref dummy node outside bounding box,regular
495317824,note,Way ref dummy node outside bounding box,regular
4851434251,note,Way ref dummy node outside bounding box,regular
323555380,note,Way ref dummy node outside bounding box,regular
1422927404,note,Way ref dummy node outside bounding box,regular
289562334,note,Way ref dummy node outside bounding box,regular
4466773652,note,Way ref dummy node outside bounding box,regular
275653623,note,Way ref dummy node outside bounding box,regular
4874271812,note,Way ref dummy node outside bounding box,regular
2494963600,note,Way ref dummy node outside bounding box,regular
270922753,note,Way ref dummy node outside bounding box,regular
540389532,note,Way ref dummy node outside bounding box,regular
817656055,note,Way ref dummy node outside bounding box,regular
2474882189,note,Way ref dummy node outside bounding box,regular
4479629782,note,Way ref dummy node outside bounding box,regular
4466773659,note,Way ref dummy node outside bounding box,regular
196426848,note,Way ref dummy node outside bounding box,regular
4466773614,note,Way ref dummy node outside bounding box,regular
2266979689,note,Way ref dummy node outside bounding box,regular
4287792385,note,Way ref dummy node outside bounding box,regular
2917171429,note,Way ref dummy node outside bounding box,regular
2474882518,note,Way ref dummy node outside bounding box,regular
2177766347,note,Way ref dummy node outside bounding box,regular
1035890391,note,Way ref dummy node outside bounding box,regular
4270534826,note,Way ref dummy node outside bounding box,regular
2597254152,note,Way ref dummy node outside bounding box,regular
2474881736,note,Way ref dummy node outside bounding box,regular
1648582867,note,Way ref dummy node outside bounding box,regular
2693103860,note,Way ref dummy node outside bounding box,regular
7603737344,note,Way ref dummy node outside bounding box,regular
321239042,note,Way ref dummy node outside bounding box,regular
4826498283,note,Way ref dummy node outside bounding box,regular
4107318822,note,Way ref dummy node outside bounding box,regular
2917171219,note,Way ref dummy node outside bounding box,regular
4783256504,note,Way ref dummy node outside bounding box,regular
3107718039,note,Way ref dummy node outside bounding box,regular
7238138544,note,Way ref dummy node outside bounding box,regular
4851434248,note,Way ref dummy node outside bounding box,regular
4783256556,note,Way ref dummy node outside bounding box,regular
2886742972,note,Way ref dummy node outside bounding box,regular
5854305677,note,Way ref dummy node outside bounding box,regular
3305137911,note,Way ref dummy node outside bounding box,regular
248570767,note,Way ref dummy node outside bounding box,regular
21889948,note,Way ref dummy node outside bounding box,regular
322771157,note,Way ref dummy node outside bounding box,regular
4851434243,note,Way ref dummy node outside bounding box,regular
4466773606,note,Way ref dummy node outside bounding box,regular
237791304,note,Way ref dummy node outside bounding box,regular
2916993624,note,Way ref dummy node outside bounding box,regular
3384209040,note,Way ref dummy node outside bounding box,regular
540389923,note,Way ref dummy node outside bounding box,regular
4459995084,note,Way ref dummy node outside bounding box,regular
660649079,note,Way ref dummy node outside bounding box,regular
4459995023,note,Way ref dummy node outside bounding box,regular
660653419,note,Way ref dummy node outside bounding box,regular
928860930,note,Way ref dummy node outside bounding box,regular
936667658,note,Way ref dummy node outside bounding box,regular
936667662,note,Way ref dummy node outside bounding box,regular
2494963921,note,Way ref dummy node outside bounding box,regular
732197708,note,Way ref dummy node outside bounding box,regular
3102116150,note,Way ref dummy node outside bounding box,regular
925211956,note,Way ref dummy node outside bounding box,regular
2866309695,note,Way ref dummy node outside bounding box,regular
201223995,note,Way ref dummy node outside bounding box,regular
56012322,note,Way ref dummy node outside bounding box,regular
660951244,note,Way ref dummy node outside bounding box,regular
4685238259,note,Way ref dummy node outside bounding box,regular
2874770526,note,Way ref dummy node outside bounding box,regular
929294534,note,Way ref dummy node outside bounding box,regular
3824222059,note,Way ref dummy node outside bounding box,regular
4793451595,note,Way ref dummy node outside bounding box,regular
279468834,note,Way ref dummy node outside bounding box,regular
4745947250,note,Way ref dummy node outside bounding box,regular
3800709158,note,Way ref dummy node outside bounding box,regular
1610510928,note,Way ref dummy node outside bounding box,regular
663732201,note,Way ref dummy node outside bounding box,regular
249738533,note,Way ref dummy node outside bounding box,regular
1239983978,note,Way ref dummy node outside bounding box,regular
2982701437,note,Way ref dummy node outside bounding box,regular
323462272,note,Way ref dummy node outside bounding box,regular
2891924610,note,Way ref dummy node outside bounding box,regular
682235529,note,Way ref dummy node outside bounding box,regular
4793451668,note,Way ref dummy node outside bounding box,regular
249736664,note,Way ref dummy node outside bounding box,regular
3178592274,note,Way ref dummy node outside bounding box,regular
249734661,note,Way ref dummy node outside bounding box,regular
4851434662,note,Way ref dummy node outside bounding box,regular
2988123011,note,Way ref dummy node outside bounding box,regular
4825446603,note,Way ref dummy node outside bounding box,regular
2503133377,note,Way ref dummy node outside bounding box,regular
267111980,note,Way ref dummy node outside bounding box,regular
2503133436,note,Way ref dummy node outside bounding box,regular
275654903,note,Way ref dummy node outside bounding box,regular
1610510935,note,Way ref dummy node outside bounding box,regular
249740990,note,Way ref dummy node outside bounding box,regular
4273283552,note,Way ref dummy node outside bounding box,regular
1576580810,note,Way ref dummy node outside bounding box,regular
3666135940,note,Way ref dummy node outside bounding box,regular
660612147,note,Way ref dummy node outside bounding box,regular
3639252917,note,Way ref dummy node outside bounding box,regular
4851434694,note,Way ref dummy node outside bounding box,regular
4793451625,note,Way ref dummy node outside bounding box,regular
1576580791,note,Way ref dummy node outside bounding box,regular
4484097686,note,Way ref dummy node outside bounding box,regular
1239984017,note,Way ref dummy node outside bounding box,regular
4851434227,note,Way ref dummy node outside bounding box,regular
4281200015,note,Way ref dummy node outside bounding box,regular
319960060,note,Way ref dummy node outside bounding box,regular
322783233,note,Way ref dummy node outside bounding box,regular
1648582822,note,Way ref dummy node outside bounding box,regular
2769523966,note,Way ref dummy node outside bounding box,regular
2390372239,note,Way ref dummy node outside bounding box,regular
3880551146,note,Way ref dummy node outside bounding box,regular
2474881662,note,Way ref dummy node outside bounding box,regular
2590121949,note,Way ref dummy node outside bounding box,regular
201234480,note,Way ref dummy node outside bounding box,regular
4792985015,note,Way ref dummy node outside bounding box,regular
4573537643,note,Way ref dummy node outside bounding box,regular
1326854978,note,Way ref dummy node outside bounding box,regular
4826497907,note,Way ref dummy node outside bounding box,regular
474644808,note,Way ref dummy node outside bounding box,regular
2390372243,note,Way ref dummy node outside bounding box,regular
275633839,note,Way ref dummy node outside bounding box,regular
4573537648,note,Way ref dummy node outside bounding box,regular
1700568740,note,Way ref dummy node outside bounding box,regular
2475113006,note,Way ref dummy node outside bounding box,regular
201223982,note,Way ref dummy node outside bounding box,regular
4484097698,note,Way ref dummy node outside bounding box,regular
201234484,note,Way ref dummy node outside bounding box,regular
249754172,note,Way ref dummy node outside bounding box,regular
4826498072,note,Way ref dummy node outside bounding box,regular
201234406,note,Way ref dummy node outside bounding box,regular
4573537649,note,Way ref dummy node outside bounding box,regular
1842039369,note,Way ref dummy node outside bounding box,regular
2083041700,note,Way ref dummy node outside bounding box,regular
2083041658,note,Way ref dummy node outside bounding box,regular
7091617476,note,Way ref dummy node outside bounding box,regular
2693103880,note,Way ref dummy node outside bounding box,regular
262979149,note,Way ref dummy node outside bounding box,regular
2891924581,note,Way ref dummy node outside bounding box,regular
2494963585,note,Way ref dummy node outside bounding box,regular
4685238261,note,Way ref dummy node outside bounding box,regular
429417558,note,Way ref dummy node outside bounding box,regular
1035890896,note,Way ref dummy node outside bounding box,regular
2083041695,note,Way ref dummy node outside bounding box,regular
289561889,note,Way ref dummy node outside bounding box,regular
3778669256,note,Way ref dummy node outside bounding box,regular
762065822,note,Way ref dummy node outside bounding box,regular
275812748,note,Way ref dummy node outside bounding box,regular
267111971,note,Way ref dummy node outside bounding box,regular
2734558447,note,Way ref dummy node outside bounding box,regular
2390372285,note,Way ref dummy node outside bounding box,regular
4465310976,note,Way ref dummy node outside bounding box,regular
4465310963,note,Way ref dummy node outside bounding box,regular
1239984001,note,Way ref dummy node outside bounding box,regular
7603733703,note,Way ref dummy node outside bounding box,regular
2503133415,note,Way ref dummy node outside bounding box,regular
4825446584,note,Way ref dummy node outside bounding box,regular
322783254,note,Way ref dummy node outside bounding box,regular
442667429,note,Way ref dummy node outside bounding box,regular
245184668,note,Way ref dummy node outside bounding box,regular
4013181584,note,Way ref dummy node outside bounding box,regular
682245812,note,Way ref dummy node outside bounding box,regular
2886742924,note,Way ref dummy node outside bounding box,regular
2621383879,note,Way ref dummy node outside bounding box,regular
4826498260,note,Way ref dummy node outside bounding box,regular
442667536,note,Way ref dummy node outside bounding box,regular
2474881722,note,Way ref dummy node outside bounding box,regular
5046403099,note,Way ref dummy node outside bounding box,regular
322793454,note,Way ref dummy node outside bounding box,regular
540239448,note,Way ref dummy node outside bounding box,regular
322771163,note,Way ref dummy node outside bounding box,regular
7542456254,note,Way ref dummy node outside bounding box,regular
7091617474,note,Way ref dummy node outside bounding box,regular
262750093,note,Way ref dummy node outside bounding box,regular
276197110,note,Way ref dummy node outside bounding box,regular
7543014173,note,Way ref dummy node outside bounding box,regular
7603733701,note,Way ref dummy node outside bounding box,regular
4793451661,note,Way ref dummy node outside bounding box,regular
5921024435,note,Way ref dummy node outside bounding box,regular
2502728749,note,Way ref dummy node outside bounding box,regular
249741000,note,Way ref dummy node outside bounding box,regular
2494963598,note,Way ref dummy node outside bounding box,regular
5046403098,note,Way ref dummy node outside bounding box,regular
289561892,note,Way ref dummy node outside bounding box,regular
2598423643,note,Way ref dummy node outside bounding box,regular
2474882034,note,Way ref dummy node outside bounding box,regular
322773583,note,Way ref dummy node outside bounding box,regular
4813815569,note,Way ref dummy node outside bounding box,regular
196426850,note,Way ref dummy node outside bounding box,regular
1950627150,note,Way ref dummy node outside bounding box,regular
712621229,note,Way ref dummy node outside bounding box,regular
323683280,note,Way ref dummy node outside bounding box,regular
3635188519,note,Way ref dummy node outside bounding box,regular
2619788364,note,Way ref dummy node outside bounding box,regular
2494963504,note,Way ref dummy node outside bounding box,regular
322783237,note,Way ref dummy node outside bounding box,regular
1648582921,note,Way ref dummy node outside bounding box,regular
712611875,note,Way ref dummy node outside bounding box,regular
275903526,note,Way ref dummy node outside bounding box,regular
3800709164,note,Way ref dummy node outside bounding box,regular
1577015161,note,Way ref dummy node outside bounding box,regular
3635188523,note,Way ref dummy node outside bounding box,regular
410471942,note,Way ref dummy node outside bounding box,regular
4811618462,note,Way ref dummy node outside bounding box,regular
4466773617,note,Way ref dummy node outside bounding box,regular
275941122,note,Way ref dummy node outside bounding box,regular
2734558456,note,Way ref dummy node outside bounding box,regular
660578966,note,Way ref dummy node outside bounding box,regular
2475112819,note,Way ref dummy node outside bounding box,regular
249736661,note,Way ref dummy node outside bounding box,regular
267116115,note,Way ref dummy node outside bounding box,regular
732197747,note,Way ref dummy node outside bounding box,regular
3102116147,note,Way ref dummy node outside bounding box,regular
671762618,note,Way ref dummy node outside bounding box,regular
4793451577,note,Way ref dummy node outside bounding box,regular
3354453588,note,Way ref dummy node outside bounding box,regular
606140542,note,Way ref dummy node outside bounding box,regular
322770996,note,Way ref dummy node outside bounding box,regular
4479629925,note,Way ref dummy node outside bounding box,regular
4273284153,note,Way ref dummy node outside bounding box,regular
661103719,note,Way ref dummy node outside bounding box,regular
2494963604,note,Way ref dummy node outside bounding box,regular
660951210,note,Way ref dummy node outside bounding box,regular
5854305675,note,Way ref dummy node outside bounding box,regular
5046403095,note,Way ref dummy node outside bounding box,regular
201241015,note,Way ref dummy node outside bounding box,regular
322773584,note,Way ref dummy node outside bounding box,regular
1734189795,note,Way ref dummy node outside bounding box,regular
4811618452,note,Way ref dummy node outside bounding box,regular
2083041907,note,Way ref dummy node outside bounding box,regular
324011592,note,Way ref dummy node outside bounding box,regular
4479629785,note,Way ref dummy node outside bounding box,regular
2887150386,note,Way ref dummy node outside bounding box,regular
2474881732,note,Way ref dummy node outside bounding box,regular
48714482,note,Way ref dummy node outside bounding box,regular
2474881651,note,Way ref dummy node outside bounding box,regular
2619788461,note,Way ref dummy node outside bounding box,regular
201223964,note,Way ref dummy node outside bounding box,regular
442667540,note,Way ref dummy node outside bounding box,regular
440620004,note,Way ref dummy node outside bounding box,regular
2619788745,note,Way ref dummy node outside bounding box,regular
246629469,note,Way ref dummy node outside bounding box,regular
1461120999,note,Way ref dummy node outside bounding box,regular
1032411413,note,Way ref dummy node outside bounding box,regular
3337380861,note,Way ref dummy node outside bounding box,regular
2597254355,note,Way ref dummy node outside bounding box,regular
660653420,note,Way ref dummy node outside bounding box,regular
322771159,note,Way ref dummy node outside bounding box,regular
2798925183,note,Way ref dummy node outside bounding box,regular
4813815571,note,Way ref dummy node outside bounding box,regular
2389995606,note,Way ref dummy node outside bounding box,regular
660653249,note,Way ref dummy node outside bounding box,regular
732197691,note,Way ref dummy node outside bounding box,regular
4254612885,note,Way ref dummy node outside bounding box,regular
4851434683,note,Way ref dummy node outside bounding box,regular
4449193398,note,Way ref dummy node outside bounding box,regular
1842057292,note,Way ref dummy node outside bounding box,regular
275812718,note,Way ref dummy node outside bounding box,regular
322773058,note,Way ref dummy node outside bounding box,regular
4484097701,note,Way ref dummy node outside bounding box,regular
2619788237,note,Way ref dummy node outside bounding box,regular
2887150556,note,Way ref dummy node outside bounding box,regular
660649054,note,Way ref dummy node outside bounding box,regular
1576580780,note,Way ref dummy node outside bounding box,regular
2503133393,note,Way ref dummy node outside bounding box,regular
2598423144,note,Way ref dummy node outside bounding box,regular
394862587,note,Way ref dummy node outside bounding box,regular
1950627144,note,Way ref dummy node outside bounding box,regular
2503133380,note,Way ref dummy node outside bounding box,regular
712621219,note,Way ref dummy node outside bounding box,regular
2494963923,note,Way ref dummy node outside bounding box,regular
275812670,note,Way ref dummy node outside bounding box,regular
2390372284,note,Way ref dummy node outside bounding box,regular
670314598,note,Way ref dummy node outside bounding box,regular
4520228048,note,Way ref dummy node outside bounding box,regular
3109026391,note,Way ref dummy node outside bounding box,regular
2917171261,note,Way ref dummy node outside bounding box,regular
2693103784,note,Way ref dummy node outside bounding box,regular
3800709168,note,Way ref dummy node outside bounding box,regular
2917170373,note,Way ref dummy node outside bounding box,regular
2593585022,note,Way ref dummy node outside bounding box,regular
4783256523,note,Way ref dummy node outside bounding box,regular
442667551,note,Way ref dummy node outside bounding box,regular
2593585056,note,Way ref dummy node outside bounding box,regular
22092321,note,Way ref dummy node outside bounding box,regular
4811618467,note,Way ref dummy node outside bounding box,regular
440173613,note,Way ref dummy node outside bounding box,regular
275665195,note,Way ref dummy node outside bounding box,regular
442667599,note,Way ref dummy node outside bounding box,regular
5314834099,note,Way ref dummy node outside bounding box,regular
2474882230,note,Way ref dummy node outside bounding box,regular
4573537675,note,Way ref dummy node outside bounding box,regular
394862590,note,Way ref dummy node outside bounding box,regular
201224024,note,Way ref dummy node outside bounding box,regular
4107318841,note,Way ref dummy node outside bounding box,regular
671762620,note,Way ref dummy node outside bounding box,regular
4273651691,note,Way ref dummy node outside bounding box,regular
